KEY_CODE,OBJ_ID,River,WaterDepth,1995,2000,2005,2010,2015,Area,Menseki,Anbun,1995_A,2000_A,2005_A,2010_A,2015_A,Up_95-15,Cat_1
"533925593","8639",多摩川,"11","2795","2933","2910","3031","2833",261992.244,1958.458,0.007,19.565,20.531,20.370,21.217,19.831,1.360,"1"
"533925593","8639",多摩川,"11","2795","2933","2910","3031","2833",261992.244,15395.539,0.059,164.905,173.047,171.690,178.829,167.147,1.360,"1"
"533925594","8640",多摩川,"11","6285","5916","5814","5779","5707",261992.244,5876.272,0.022,138.270,130.152,127.908,127.138,125.554,-9.196,"0"
"533925622","8650",多摩川,"11","3518","3496","3586","3373","3381",261978.871,16363.281,0.062,218.116,216.752,222.332,209.126,209.622,-3.894,"0"
"533925622","8650",多摩川,"11","3518","3496","3586","3373","3381",261978.871,14451.745,0.055,193.490,192.280,197.230,185.515,185.955,-3.894,"0"
"533925622","8650",多摩川,"11","3518","3496","3586","3373","3381",261978.871,16379.209,0.063,221.634,220.248,225.918,212.499,213.003,-3.894,"0"
"533925622","8650",多摩川,"11","3518","3496","3586","3373","3381",261978.871,32541.936,0.124,436.232,433.504,444.664,418.252,419.244,-3.894,"0"
"533925623","8651",多摩川,"11","2543","2920","3097","3161","3127",261965.496,30853.953,0.118,300.074,344.560,365.446,372.998,368.986,22.965,"1"
"533925624","8652",多摩川,"11","2878","3660","3786","3684","3918",261965.496,14456.316,0.055,158.290,201.300,208.230,202.620,215.490,36.136,"1"
"533925624","8652",多摩川,"11","2878","3660","3786","3684","3918",261965.496,1913.739,0.007,20.146,25.620,26.502,25.788,27.426,36.136,"1"
"533925624","8652",多摩川,"11","2878","3660","3786","3684","3918",261965.496,2028.945,0.008,23.024,29.280,30.288,29.472,31.344,36.136,"1"
"533925631","8653",多摩川,"11","3081","2942","2146","2060","2359",261978.871,16384.450,0.063,194.103,185.346,135.198,129.780,148.617,-23.434,"0"
"533925631","8653",多摩川,"11","3081","2942","2146","2060","2359",261978.871,912.000,0.003,9.243,8.826,6.438,6.180,7.077,-23.434,"0"
